
37,24,50,6,1,4,1

38,23,50,6,2,4,1

57,4,50,6,2,4,2

37,24,50,6,1,8,1

38,23,50,6,2,8,1

57,4,50,6,2,8,2

37,24,50,6,1,16,1

57,4,50,6,2,16,1

57,4,50,6,2,16,2

93,8,90,16,2,8,1

93,8,90,16,2,8,2

38,23,50,6,2,8,1

38,23,50,6,2,8,1

57,4,50,6,2,8,2
